User_ID,Country,University,Qualification,Discipline,GPA
468,Canada,Northern College,Bachelors,Business General,84
469,India,IIT Bombay,school class 9,"computer science, Math's, Physics, Chemistry, biology",90%
470,India,Pune,B E,Computer Engineering,50%
471,India,Calcutta university,Bachelor's,psychology,53%
472,India,Wilson College,Undergraduate,Management Studies,9.2
473,India,Bhagalpur College of Engineering,B. Tech,Civil Engineering,7.2
,,,,commerce,
474,india,kamaraj university,M.COM,,55
475,United States,ITI Technical College,AOS,"Instrumentation and Control Systems Technology, Drafting, Construction Management",3
476,india,mumbai,12,BMS,8/10
477,hongkong,hongkong,1,global marketing,10
478,Syria,Damascus University,BA,Agricultural engineering,70.25%
479,Malaysia,UniKL Malaysian Institute Of Aviation Technology,Bachelor of Aircraft Engineering Technology in Avionics (Hons),Aviation/Aerospace/Avionics/Electrical,3.54
480,india,mumbai,be,extv,5.7
481,Ukraine,Gymnasia 191,11 grade,"Astronomy, IT",-
482,South Africa,central technical college,N3,mechanical engineering N diploma,N/A
483,India,IFIM,12th,BBA,-
484,negeri sembilan,Unifield International College (Collaboration UTM),Diploma,Technology Management,3.87
485,India,IISM,Bachelor's,Sports Management,86%
486,United States,Purdue,1,Aviation,3.2
487,algeria,University Mohamed khider biskra,master,civil engineering,75%
488,India,Swami Rama Himalayan University,Under Graduation,Bcom Honor's,8.0 CGPA
489,India,Ethames degree college,2nd year,BBA,86%
490,indonesia,universitas indinesia,bachelor,comunication,4
491,India,Manipal University Jaipur,BTech,Computer Science and Engineering,8.8
492,Egypt,Ras Elbar institute for computer science,Bachelor,Computer science,4.2
493,India,"Shivaji College, Delhi University",Bachelor's degree,Economics,6.78
494,India,CMR engineering college,B.tech 3rd year,ECE,7
495,India,St.Xavier's College (Autonomous),B. com (Hons),Commerce,66
496,India,kj somaiya,ug,bms,8
497,india,k.c.e college of engineerig and information tecknology,engineering,engineering,62
498,Tunis,Esprit,Engineering diploma,Electromechanical and industrial engineering,++
499,India,kvg engineering college,2 year,computer science,5.5
500,Germany,IST Hochschule,Bachelor of Arts,Fitness Science and Economy,20
501,Vietnam,Ly Tu Trong High school for the gifted,11/12,English major,9.2
502,India,Sanjay ghodawat University,B-tech,mechanical engineering,7.6
503,india,Chetana's Institute of management and research,second year,bachelor of mass media,10
504,Nigeria,jesab,undergraduate,computer science,70
505,egypt,engineering/must,baccalaureate,civil engineering,4.00/92
506,Indonesia,Hasanuddin University,undergraduate,Nursing,3.55
507,India,rvr and JC college of engineering,under graduate,chemical engineering,8.3
508,India,MITS,MBA,Marketing,7.52
509,Malaysia,University of Malaya,Degree,Urban and Regional Planning,3.26
510,India,National P.G College,Graduation,Banking And Finance,7.1
511,India,Aligarh Muslim University,Graduation,Political Science,74
512,France,INSA Centre Val de Loire,Ingeniering school,Énergie Risk and Environnement,80%
513,México,UACYTI,University,Science and technologys,9
514,United States,Pennsylvania College of Technology,Bachelor,Automotive Business Management,3.65
515,Zimbabwe,mutare Teachers college,A level,Teaching,34
516,India,SRM university Chennai,bachelor,automotive engineering,7.44
517,Malaysia,ATI College Sabah,Diploma,Hotel management,3.55
518,TN,Maryville College,Undergraduate,Animal Science,3.89
519,united states,florida polytech university,bachelors,engineering,3
520,USA,LSU,college prep,earth science,95%
521,honduras,cbs,highschool,ciencias y humanidades,92
522,Usa,Rockdale Magnet School,High School,Premed,4.5
523,united states,University of Maryland University College,Bachelor,Cybersecurity,3.7
524,Philippines,osmeña college,1st year college,beed,1 75
525,United States of America,University of Alabama in Huntsville,Bachelor's degree,"Mechanical Engineering, Spanish, French",4
526,Bangladesh,united international university,undergraduate,Bachelor of business administration,2.67
527,india,NISER,graduation,Integrated MSc,8
528,Pulau Pinang,Politeknik Seberang Perai,Diploma,Logistics and Supply Chain,2.95
529,India,IIM Bangalore,PGDM,MBA,3
530,Ghana,National Film and Television Institute,Diploma,Journalism,56%
531,Pakistan,Skans,Master,ACCA,60
532,delhi,ymca,diploma,interior designer,89
533,india,Galgotias University,under graduate (btech)-2022,Computer Science,7.25
534,India,University of Delhi,Bachelors,Psychology,5.4
535,india,cluster innovation centre,Bachelor,Humanities and social sciences,6.4
536,India,Ramnarain Ruia College,Undergraduate,Mass Media,8.67
537,india,dit university,3rd yeat,civil engineering,5
538,India,Bharatiya Vidya Bhavan,Degree,B.Sc in Chemistry,6.5
539,United States,Ozark Technical Community College,Freshman,Business,3.4
540,india,Sreenidi institute of science and technology,BTECH,ELECTRONICS ENGINEERING,8.36
541,United States,Somerset Highschool,Senior,Music Business,4.56
542,India,NIBA,Graduation,MBA,76.33
543,United Arab Emirates,"curtin University, Dubai.",B. E ( honors ),mechanical engineering,91%
544,Bangladesh,Green University of Bangladesh,Bachelor of Business Administration (BBA),Business Studies,2.71
545,India,galgotias university,good,civil engineering,6
546,United states 3.0,Monterey peninsula,bachelor of arts,general education,3
547,Brasil,UFRJ,Master,Urban Planning,80
548,Bangladesh,UITS dhaka,university,Computer Science and Engineering,3.2
549,India,Dtu,4th year,Mechanical,8.98
550,india,maharashtra institute of technology world peace university (MIT - WPU),undergraduate,ba Psychology Hons,70%
551,Costa Rica,Colegio Bilingüe de Palmares,Highschool,highschool,4.1
552,India,Queen Mary University of London,PG Dip,Global public health and policy,70
553,india,Mumbai University,BE,Mechanical Engineering,7.48
554,India,tecnia institute of advanced studies,1st year college,BBA,76 percent
555,Turkey,Hacettepe university,3rd,International Relations,2
556,India,Osmania University,b.tech,design for manufacturability,64
557,India,Ramaiah Institute of Technology,BE,Information Science/Computer Science,8.02
558,india,bit durg,b.e,EEE,7
559,India,NAEMD COLLEGE,MBA,MBA IN EVENT MANAGEMENT,8
560,algeria,"Faculty of medecine, university of algiers 1",5 th year,pharmacy,3
561,india,maharaja agrasen college university of delhi,ba programme ug,economics,7.78
562,peru,adex,tecnico,administración de negocios internacionales,80/100
563,United States,"University of California, San Diego",bachelor's,interdisciplinary computing and the arts,3.5
564,Iraq,salahaddin University-Erbil,Bachelors,mechanical engineering,70
565,India,DU,BtEch,Computer Science,7
566,SriLanka,University of Moratuwa,Masters,"Materials Science and Engineering,Computational Materials Science",3.19
567,Tunisia,esprit,engineering,bi,80
568,United States,PCC,Associates,Social Services,3.8
569,Canada,University of Toronto,2nd year,Industrial Engineering,3.02
570,United States,Polytechnic university of Puerto rico,bachelor's degree,aerospace engineering,3
571,United state,city/ sdsu,Master,cybersecurity,3.5
572,Pakistan,National University of Science and Technology,Bachelors,Civil Engineering,,3.23/4
573,India,"Symbiosis University of Applied Science, Indore",School,CSIT,,68
574,South Africa,Ekurhuleni East Tvet College,N6,Management Assistant,,N/A
575,FRANCE,Supméca,Master's degree,"Logistics, lean management",,non in france
576,malaysia,UiTM,Bachelor,Polymer Technology,,3.45
577,Deutschland,university of hamburg,bachelor of science,industrial Engineering,,i dont know
578,United States,Udc,Bachelor's,Mechanical engineering,,2.4
579,India,CVR College of Engineering,First year,Mechanical Engineering,,5
580,bahrain,Chester university,1 year,media,,2.5
581,Pakistan,Punjab college of science faislabad,fsc,pre engeenering,,90
582,India,Pune University,B.E.,Mechanical Engineering,,7.06
583,Kenya,Kenyatta university,Fourth year,Education Arts,,56.44
584,India,"Symbiosis Law School, NOIDA",Undergraduation,Law,,6.5
585,India,Delhi University,Graduation,Maths,,9.2
586,Morocco,University Sultan Moulay Slimane Beni Mellal,bachelor's degree,Marketing,,69.95
587,India,Yashwantrao Chavan Maharashtra open University,ug,Computer Applications,,6.73
588,usa,metro state university,bachelor,Cyber security,,4
589,india,bit durg,5th sem,mechanical engineering,,62
590,United states of America,UCSD,Undergrad / Junior,Electrical Engineering,,3.3
591,trinidad,university of trinidad and tobago,bachelours,kinesiology,,2.48
592,California,CSUDH,Freshman,Psychology,,3.6
593,United States,Utah State University,Bachelors,Applied Mathematics,,4
594,singapore,singapore university of technology and design,2nd year,information systems,,3.5
595,Argentina,Universidad Tecnológica Nacional,Grade,Electronics engineering,,80
596,USA,Southwestern College,College,Computer Science,,3
597,United States of America,Fresno State,Bachelor's degree,"Political science, print journalism",,4
598,United States,Pima Community College,Sophomore,Math and Physiology,,3.2
599,India,Hindustan Aerospace and Engineering,Bachelors,MBA,,8/10
600,Selangor,Vision Academy,Diploma,Computer,System,-
601,India,St. Xavier's college Jaipur,graduation,Commerce,,83.6
602,Malaysia,Politeknik Seberang Perai,Diploma,IT,,2.52
603,India,pune,bachelor,mechanical engineering,,65
604,USA,Lemoyne-Owen College,Bachelor's degree,Biology,,4
605,malaysia,institut latihan perindustrian kangar,certificate,teknologi mekatronik,,3.76
606,France,Créteil University,Master,Artificial intelligence,,85
607,India,INIFD pune,PG diploma,interior designing,,80%
608,indonesia,Bina Nusantara,Bachelor,Communication Science,,3.5
609,India,Vit University Chennai,Masters in Software Engineering,Software Engineering,,8.46
610,France,IPAG Paris,bachelor 3rd year,marketing & digital communication,,none
611,Ghana,Kwame Nkrumah University of Science and Technology,Degree,Biomedical Engineering,,67
612,India,IIT Hyderabad,Mtech,Computer Science,,9
613,India,YTIET,12th,Electronics Engineering,,6.8
614,india,xyz,undergraduate,physics,,na
615,india,sarvajanik college of engineering and technology,Bachelors,Architecture,,74
616,Pakistan,Awkum mardan,Graduate,chemistry,75
617,morocco,oxford,1,maths,4
618,Cambodia,Royal University of Phnom Penh,year 2,psychology,3.5
619,United States,Seminole State College,Senior,Computer Programming,3
620,india,amrita sai institute of science & technology,btech final year,Computer Science,7.2
621,Italy,IIS C.Colombo,college,business,0
622,india,Delhi International School,10,medical,75%
623,India,IIT Bhilai,B Tech,Computer Science,7.7
624,india,cluster innovation centre,b tech,information technology,9.2
625,india,swami parmanand college of engineering,Bechlors,mechanical engineering,9.8
626,india,alliance university,"bballb, 1st year",bballb,--
627,USA,Not in college yet,Havent finoshed High School yet,Dermatology,4
628,Sudan,Alsalama college for science and technology,Bsc,electrical engineering,3.11
629,syria,tishreen unversity,bachelor,civil engineering,72
630,Bangladesh,National University,MSc,chemistry,60%
631,India,St Xavier's College (Autonomous) Kolkata,Under graduation,Bcom hons,50%
632,Indonesia,Alumnus,High school,computer science,B
633,India,BNMIT institute of technology,BTECH final year,electronics and communication,7.2
,,Pollobi Mahila Degree College,,,
634,Bangladesh,,high school,humanitiy,3.78
635,india,sri krishna college of engineering and technology,under graduate,civil engineering,7.54
636,India,BASAVESHWARA Engineering College,Undergraduation,Information Science,6.22
637,UZBEKISTAN,London BIRMINGHAM,Bachelor degree,Cyber security,80
638,Kenya,Jaramogi Oginga Odinga,Bachelors,Arts,90
639,Algeria,dely brahim university,first year bacalaureos,buisness,60
640,Bangladesh,University of Chittagong,Bachelor,Law,3.38
641,Croatia,University of Zagreb,Masters,Psychology,4.8
642,Pakistan,NUST ISLAMABAD,Bachelors,Engineering,3.34
643,Pakistan,Pucit,Bsc,Software engineering,3.4
644,Pakistan,Jinnah University,Graduation,Software Engineer,2.8
645,algeria,Blida 1,Master degree,Molecular biology,60
646,Indonesia,Semarang State University,Bachelor,English Education,3.47
647,Jordan,O,High school,..,..
648,India,NMAM INSTITUTE OF TECHNOLOGY,7th semester B.E,Computer Science,8.55
649,India,University of Delhi,bachelor's,English,59%
650,India,University of Delhi,Bachelor,philosophy,5.8
651,India,"NSIT,delhi",graduated,manufacturing process and automation engineering,57.67
652,India,BTKIT.DWARAHAT,Bachelor of technology,Mechanical Engineering,73%
653,Indonesia,SMPK 1 BPK Penabur,Secondary 9th grade,Nano Science and Technology,76%
654,United States,University of Kentucky,junior,Mechanical Engineering,3
655,India,pragati Engineering college,2nd year,mechanical engineering,80
656,india,lovely professional university,under graduate,Bcom Hons. 2nd year,9.21
657,India,no college,class 11th commerce cbse,PE,84 percentage
658,morocco,mohamed 5,2bac,science math,80%
659,Tunisia,ENISo,Post-Grad,Mechatronics,72.5
660,Canada,University of Guelph,Undergraduate,Arts and Science,80
661,Tunisia,Faculty of humanities,Master,English,3
662,Egypt,Helwan University,Bachelor,Sports science,66%
663,Pakistan,Punjab university lahore,master's,HRM,2.7
664,India,AIMT Lucknow,B.Tech,Electronics and Communication,68%
665,India,Zakir Husain Delhi College,Graduation,B. Com,89.5
666,India,Arya College of Engineering and Technology,Btech,Computer Science,50GPA
667,Bangladesh,University of Information Technology and Sciences,Undergraduate,Computer Scence & Engineering,3.15
668,India,Tec,Cse,Computer science,68
669,India,North Eastern Regional Institute of Science and Technology,B.Tech,Computer Science,8.19
670,Morocco,ISCAE Casablanca,Masters,Business administration,80
671,india,St Thomas hss malayatoor,10,sslc,10
672,India,PSG College of Arts and Science,MSc,Software systems,80
673,malaysia,politeknik,diploma,accountancy,3.48
674,Morocco,École nationale des sciences appliquées,High School,Computer science,4
675,Malaysia,Cosmopoint College,Diploma,Diploma in E-Secretaryship,3.3
676,India,Bms college of architecture,lll sem,architecture,75
677,Nigeria,"Federal University Of Technology, Akure",500,building. technology,4.04
678,India,Sri Hasanamba dental College Hassan,under graduation,bachelor of dental surgery,91
